City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
408,taganak,6.0833,118.3,27.13,76,71,3.48,PH,1675480257
409,ust-kuyga,70.0167,135.6,-40.5,100,96,0.62,RU,1675480257
410,soyo,-6.1349,12.3689,26.85,85,99,4.54,AO,1675480257
411,walvis bay,-22.9575,14.5053,17.27,84,100,2.32,NA,1675480258
412,chkalovskoye,44.8392,133.0436,-11.28,77,95,2.1,RU,1675480258
413,bingol,38.8847,40.4939,-8.4,92,100,2.0,TR,1675480258
414,antofagasta,-23.65,-70.4,20.6,80,40,0.39,CL,1675480259
415,gondar,12.6,37.4667,14.66,44,44,2.18,ET,1675480259
416,taicheng,38.731,113.228,-0.77,25,0,1.39,CN,1675480259
417,mareeba,-17.0,145.4333,30.8,80,80,0.98,AU,1675480260
418,ahar,38.4774,47.0699,-6.75,71,0,3.09,IR,1675480260
419,abnub,27.2696,31.1511,9.12,48,8,2.89,EG,1675480261
420,vammala,61.3333,22.9,-6.61,88,98,4.46,FI,1675480261
421,auburn,47.3073,-122.2284,10.33,78,100,7.72,US,1675480261
422,develi,38.3906,35.4922,-5.36,92,100,0.36,TR,1675480262
423,novoselytsya,48.2193,26.2653,0.87,79,100,1.85,UA,1675480262
424,necochea,-38.5473,-58.7368,16.23,86,0,3.12,AR,1675480263
425,ventspils,57.3894,21.5606,-2.04,86,40,5.14,LV,1675480263
426,lindi,-10.0,39.7167,22.94,98,100,1.46,TZ,1675480263
427,iqaluit,63.7506,-68.5145,-35.73,66,74,5.81,CA,1675480264
428,carndonagh,55.25,-7.2667,6.84,94,61,4.1,IE,1675480265
429,matay,28.419,30.7792,8.89,47,18,2.38,EG,1675480265
430,antalaha,-14.9003,50.2788,24.29,86,22,2.21,MG,1675480265
431,codrington,-38.2667,141.9667,18.44,58,57,8.27,AU,1675480266
432,jumla,29.2747,82.1838,9.07,27,0,0.54,NP,1675480266
433,wabag,-5.4781,143.7021,16.86,84,100,0.33,PG,1675480267
434,polysayevo,54.6012,86.2459,-24.02,100,87,0.58,RU,1675480267
435,zeya,53.75,127.2667,-21.01,93,96,1.1,RU,1675480254
436,tromso,69.6496,18.957,-2.99,80,100,8.75,NO,1675480268
437,mandurah,-32.55,115.7,30.59,34,14,3.98,AU,1675480268
438,pringsewu,-5.3582,104.9744,28.75,71,100,0.79,ID,1675480268
439,port hawkesbury,45.6169,-61.3485,-18.01,83,100,13.89,CA,1675480241
440,kulhudhuffushi,6.6221,73.07,26.43,73,79,1.23,MV,1675480269
441,clovis,36.8252,-119.7029,15.45,53,40,0.0,US,1675480269
442,urumqi,43.801,87.6005,-10.47,79,34,0.0,CN,1675479981
443,sakaiminato,35.55,133.2333,6.01,82,98,5.58,JP,1675480270
444,kupang,-10.1667,123.5833,26.32,94,75,2.06,ID,1675480271
445,nizhniy baskunchak,48.2198,46.8311,-5.57,96,86,2.98,RU,1675480271
446,vila franca do campo,37.7167,-25.4333,15.23,89,84,3.13,PT,1675480272
447,qaqortoq,60.7167,-46.0333,-19.7,77,13,3.63,GL,1675480272
448,koudougou,12.25,-2.3667,23.79,10,0,6.18,BF,1675480272
449,hoquiam,46.9809,-123.8893,9.99,89,75,8.23,US,1675480237
450,aripuana,-9.1667,-60.6333,22.54,98,100,0.24,BR,1675480273
451,leh,34.1667,77.5833,-12.02,89,92,0.73,IN,1675480273
452,salalah,17.0151,54.0924,20.05,73,0,0.51,OM,1675480274
453,naze,28.3667,129.4833,14.27,68,100,5.91,JP,1675480037
454,vardo,70.3705,31.1107,-6.01,79,100,7.72,NO,1675480275
455,pitimbu,-7.4706,-34.8086,26.33,72,40,3.72,BR,1675480275
456,bloomingdale,27.8936,-82.2404,14.36,82,0,3.13,US,1675480276
457,nago,26.5881,127.9761,18.24,69,100,3.64,JP,1675480277
458,kitgum,3.2783,32.8867,20.71,40,68,0.51,UG,1675480277
459,teya,60.3778,92.6267,-19.69,100,99,1.33,RU,1675480249
460,teguldet,57.3064,88.1667,-16.97,99,100,1.08,RU,1675480277
461,clarence town,-32.5833,151.7833,28.97,14,0,4.82,AU,1675480278
462,naliya,23.2667,68.8333,18.92,48,0,2.27,IN,1675480278
463,muskegon,43.3,-86.1334,-11.08,64,100,3.6,US,1675480279
464,nyagan,62.1406,65.3936,-16.27,99,90,2.01,RU,1675480279
465,evensk,61.95,159.2333,-15.1,80,96,3.84,RU,1675480279
466,pollachi,10.6667,77.0167,24.86,81,90,3.51,IN,1675480280
467,setermoen,68.861,18.3486,-16.02,79,69,3.01,NO,1675480280
468,matara,5.9485,80.5353,25.37,84,43,2.79,LK,1675480280
469,farmington,36.7281,-108.2187,2.65,52,0,2.06,US,1675480201
470,veshenskaya,49.6303,41.7334,-2.98,93,100,4.09,RU,1675480281
471,banjarmasin,-3.3244,114.591,27.08,91,100,1.62,ID,1675479990
472,sarangani,5.4033,125.4636,27.59,70,85,4.02,PH,1675480282
473,jiangkou,25.4872,119.1986,12.49,81,100,5.22,CN,1675480283
474,bani,18.2833,-70.3333,21.82,80,0,3.44,DO,1675480284
475,canico,32.6333,-16.85,15.56,81,40,4.12,PT,1675480284
476,mabaruma,8.2,-59.7833,21.45,99,65,1.05,GY,1675480285
477,sorong,-0.8833,131.25,27.37,76,100,2.06,ID,1675480285
478,sur,22.5667,59.5289,20.65,55,0,0.88,OM,1675480286
479,moerai,-22.4333,-151.3333,26.81,78,7,6.2,PF,1675480286
480,udachnyy,66.4167,112.4,-34.0,100,97,0.98,RU,1675480286
481,sitka,57.0531,-135.33,2.94,87,20,0.0,US,1675480287
482,khandyga,62.6667,135.6,-30.87,90,61,0.98,RU,1675480287
483,suntar,62.1444,117.6319,-26.44,94,100,1.99,RU,1675480288
484,pangkalanbuun,-2.6833,111.6167,27.16,78,97,1.02,ID,1675480288
485,price,39.5994,-110.8107,-2.41,68,20,1.54,US,1675480005
486,los llanos de aridane,28.6585,-17.9182,14.86,73,75,3.58,ES,1675480288
487,gikongoro,-2.464,29.5739,12.66,87,94,1.83,RW,1675480289
488,narrabri,-30.3167,149.7833,26.4,21,0,1.79,AU,1675480289
489,riyadh,24.6877,46.7219,9.08,49,0,2.49,SA,1675480169
490,mana,5.6592,-53.7767,24.74,86,98,5.31,GF,1675480290
491,sao filipe,14.8961,-24.4956,21.56,70,100,6.39,CV,1675480291
492,mokhsogollokh,61.4681,128.9203,-23.2,96,100,1.34,RU,1675480291
493,atambua,-9.1061,124.8925,24.03,87,100,1.58,ID,1675480292
494,bubaque,11.2833,-15.8333,24.99,61,3,6.41,GW,1675480292
495,olafsvik,64.8945,-23.7142,0.97,75,100,19.25,IS,1675480019
496,grand gaube,-20.0064,57.6608,25.21,88,70,4.65,MU,1675480292
497,bilma,18.6853,12.9164,19.18,16,57,3.29,NE,1675480118
498,batagay-alyta,67.8006,130.4114,-38.19,92,32,1.91,RU,1675480293
499,magadan,59.5667,150.8,-16.37,76,68,1.5,RU,1675480293
500,rongcheng,30.634,117.8517,9.22,69,26,3.29,CN,1675480294
501,komsomolskiy,40.4272,71.7189,5.4,81,40,4.12,UZ,1675480294
502,mongomo,1.6274,11.3135,20.89,86,11,0.85,GQ,1675480294
503,brae,60.3964,-1.353,8.19,94,100,8.69,GB,1675480295
504,victoria,22.2855,114.1577,18.47,84,100,5.81,HK,1675480272
505,behshahr,36.6923,53.5526,7.05,90,44,1.62,IR,1675480295
506,honiara,-9.4333,159.95,29.26,79,54,0.91,SB,1675480296
507,chegutu,-18.1302,30.1407,17.04,94,89,2.21,ZW,1675480296
508,roma,43.2128,-75.4557,-20.51,68,100,5.66,US,1675480266
509,bardiyah,31.7561,25.0865,12.62,64,17,5.85,LY,1675480296
510,najran,17.4924,44.1277,12.71,48,49,1.32,SA,1675480241
511,mahina,-17.5065,-149.489,28.87,48,75,3.09,PF,1675480297
512,killybegs,54.6333,-8.45,8.92,88,91,5.77,IE,1675480243
513,hirado,33.3597,129.5531,11.33,51,38,5.79,JP,1675480297
514,liwonde,-15.0506,35.2035,20.35,96,72,0.17,MW,1675480298
515,gari,59.4307,62.3497,-13.52,97,98,2.76,RU,1675480298
516,bairiki,1.3292,172.9752,27.46,79,15,8.34,KI,1675480298
517,viedma,-40.8135,-62.9967,20.9,71,0,5.44,AR,1675480298
518,eyl,7.9803,49.8164,21.06,77,21,5.38,SO,1675480299
519,sibu,2.3,111.8167,25.66,83,94,1.91,MY,1675480299
520,ambovombe,-25.1667,46.0833,21.73,90,88,2.85,MG,1675480300
521,casale monferrato,45.1334,8.4571,8.07,72,13,1.7,IT,1675480300
522,tucupita,9.0622,-62.051,21.12,98,48,1.3,VE,1675480300
523,soubre,5.7856,-6.6083,23.49,91,17,1.12,CI,1675480301
524,cam ranh,11.9214,109.1591,27.98,65,20,5.66,VN,1675480301
525,taldan,53.6667,124.8,-20.49,91,99,0.78,RU,1675480302
526,merauke,-8.4667,140.3333,27.82,82,100,8.06,ID,1675480302
527,kuandian,40.7286,124.7847,-3.41,34,0,2.18,CN,1675480303
528,dumka,24.2667,87.25,18.49,38,4,2.88,IN,1675480303
529,lundazi,-12.2929,33.1782,17.57,94,100,1.63,ZM,1675480303
530,skive,56.5667,9.0333,-0.47,91,31,0.89,DK,1675480304
531,nishihara,26.1842,127.7558,17.81,68,100,3.6,JP,1675480285
532,loreto,22.2667,-101.9667,8.17,46,0,7.21,MX,1675480304
533,araguacu,-12.9306,-49.8264,22.98,89,82,0.84,BR,1675480304
534,christchurch,-43.5333,172.6333,32.49,46,1,8.23,NZ,1675480116
535,springfield,37.2153,-93.2982,0.92,46,0,6.69,US,1675480116
536,quetta,30.199,67.0097,7.58,77,6,1.29,PK,1675480305
537,lac du bonnet,50.2536,-96.0612,-16.5,83,90,5.54,CA,1675480305
538,banda aceh,5.5577,95.3222,24.9,89,100,3.87,ID,1675480049
539,grass valley,39.2191,-121.0611,8.58,74,100,4.12,US,1675480166
540,waitati,-45.75,170.5667,25.92,57,25,3.42,NZ,1675480134
541,vostok,46.4856,135.8833,-13.36,78,76,2.37,RU,1675480306
542,darab,28.7519,54.5444,9.22,74,0,0.49,IR,1675480306
543,port lincoln,-34.7333,135.8667,18.47,59,100,4.49,AU,1675480307
544,kruisfontein,-34.0033,24.7314,21.05,95,8,1.7,ZA,1675480307
545,whitehorse,60.7161,-135.0538,-13.83,99,98,0.61,CA,1675480125
546,bacolod,10.6667,122.95,28.74,69,38,6.29,PH,1675480307
547,vuktyl,63.8567,57.3094,-8.09,96,100,1.8,RU,1675480308
548,nemuro,43.3236,145.575,-5.85,61,13,1.09,JP,1675480282
549,akyab,20.15,92.9,22.02,39,9,2.48,MM,1675480308
550,nantucket,41.2835,-70.0995,-13.92,51,100,11.32,US,1675480309
551,suileng,47.25,127.0833,-15.3,88,87,2.54,CN,1675480310
552,salta,-24.7859,-65.4117,17.11,91,100,1.41,AR,1675480296
553,koumac,-20.5667,164.2833,30.46,67,78,2.61,NC,1675480311
554,skegness,53.1436,0.3363,8.52,92,33,3.57,GB,1675480311
555,batemans bay,-35.7167,150.1833,21.72,29,5,6.36,AU,1675480312
556,vila do maio,15.1333,-23.2167,20.44,71,100,7.83,CV,1675480312
557,magdalena,14.1999,121.429,28.53,69,88,5.63,PH,1675480312
558,whyalla,-33.0333,137.5833,19.29,59,94,5.88,AU,1675480313
559,brits,-25.6347,27.7802,17.94,84,10,2.62,ZA,1675480313
560,chihuahua,28.5,-106.0,7.33,41,0,0.89,MX,1675480291
561,sao paulo de olivenca,-3.3783,-68.8725,21.63,98,70,0.4,BR,1675480280
562,maragogi,-9.0122,-35.2225,25.82,72,68,2.33,BR,1675480314
563,ulety,51.3572,112.4849,-10.25,77,34,3.06,RU,1675480314
564,ginda,30.6945,78.4932,10.7,32,0,2.37,IN,1675480315
565,neiafu,-18.65,-173.9833,29.38,70,75,3.09,TO,1675480315
566,santa cruz,-17.8,-63.1667,21.7,94,75,1.54,BO,1675480026
567,ponta delgada,37.7333,-25.6667,15.4,94,20,3.6,PT,1675480192
568,manado,1.487,124.8455,28.43,78,40,1.54,ID,1675480315
569,sarakhs,36.5449,61.1577,4.5,84,0,0.88,IR,1675480316
570,kutum,14.2,24.6667,13.28,24,56,2.82,SD,1675480121
571,imbituba,-28.24,-48.6703,26.03,93,85,1.83,BR,1675480266
572,somerset east,-32.7217,25.588,17.78,91,15,1.4,ZA,1675480316
573,juneau,58.3019,-134.4197,1.23,94,100,0.0,US,1675480317
574,maningrida,-12.0667,134.2667,33.1,50,86,0.74,AU,1675480317
575,dongli,23.5656,116.8194,16.62,70,100,2.68,CN,1675480317
576,tekkali,18.6167,84.2333,23.84,37,18,1.24,IN,1675480318
577,vryburg,-26.9566,24.7284,20.18,64,15,2.7,ZA,1675480318
578,hare bay,48.8499,-54.0148,-4.98,81,99,7.82,CA,1675480318
579,carballo,43.213,-8.691,5.29,78,0,0.8,ES,1675480319
580,izumo,35.3667,132.7667,6.96,67,97,5.23,JP,1675480320
581,san fernando,15.0286,120.6898,29.57,52,94,6.29,PH,1675480293
